batch,epoch,train_accuracy,train_loss
748.0,6.0,0.8125,0.5266536
749.0,6.0,0.8125,0.7072181
750.0,6.0,0.8125,0.8019761
751.0,6.0,0.84375,0.64603233
752.0,6.0,0.8125,0.6205748
753.0,6.0,0.6875,0.969868
754.0,6.0,0.6875,0.91961586
755.0,6.0,0.84375,0.56222
756.0,6.0,0.78125,0.7967313
757.0,6.0,0.75,0.70988655
758.0,6.0,0.8125,0.851994
759.0,6.0,0.8125,0.7263816
760.0,6.0,0.84375,0.6901129
761.0,6.0,0.78125,0.7074365
762.0,6.0,0.90625,0.4268906
763.0,6.0,0.90625,0.5939287
764.0,6.0,0.75,0.9519797
765.0,6.0,0.90625,0.5023378
766.0,6.0,0.875,0.57800543
767.0,6.0,0.84375,0.549541
768.0,6.0,0.84375,0.58766234
769.0,6.0,0.75,0.68456256
770.0,6.0,0.8125,0.7597095
771.0,6.0,0.71875,0.9700041
772.0,6.0,0.84375,0.619019
773.0,6.0,0.84375,0.40079603
774.0,6.0,0.8125,0.6061668
775.0,6.0,0.71875,0.85760987
776.0,6.0,0.90625,0.49502635
777.0,6.0,0.84375,0.47779122
778.0,6.0,0.78125,0.6661573
779.0,6.0,0.75,0.67244035
780.0,6.0,0.8125,0.5318286
781.0,6.0,0.84375,0.7234127
782.0,6.0,0.875,0.5182367
783.0,6.0,0.84375,0.6438473
784.0,6.0,0.875,0.5557069
785.0,6.0,0.78125,0.6862114
786.0,6.0,0.75,0.70533574
787.0,6.0,0.8125,0.56886727
788.0,6.0,0.8125,0.71680164
789.0,6.0,0.78125,0.7478654
790.0,6.0,0.75,0.7947284
791.0,6.0,0.75,1.2058326
792.0,6.0,0.8125,0.61257786
793.0,6.0,0.84375,0.5319073
794.0,6.0,0.8125,0.6294356
795.0,6.0,0.875,0.50685996
796.0,6.0,0.78125,0.9751423
797.0,6.0,0.875,0.46572173
798.0,6.0,0.90625,0.504196
799.0,6.0,0.78125,0.6899924
800.0,6.0,0.875,0.5161787
801.0,6.0,0.59375,0.8391276
802.0,6.0,0.8125,0.72294796
803.0,6.0,0.8125,0.57899666
804.0,6.0,0.78125,0.78410417
805.0,6.0,0.90625,0.5118123
806.0,6.0,0.90625,0.63466644
807.0,6.0,0.71875,0.82431734
808.0,6.0,0.84375,0.6158233
809.0,6.0,0.96875,0.362348
810.0,6.0,0.9375,0.352314
811.0,6.0,0.84375,0.51903653
812.0,6.0,0.9375,0.3700614
813.0,6.0,0.8125,0.6165717
814.0,6.0,0.84375,0.5931697
815.0,6.0,0.9375,0.37009785
816.0,6.0,0.78125,0.69845587
817.0,6.0,0.90625,0.72614884
818.0,6.0,0.78125,0.7157857
819.0,6.0,0.84375,0.63041
820.0,6.0,0.75,0.8507562
821.0,6.0,0.90625,0.39925316
822.0,6.0,0.8260869565217391,0.65567017
823.0,7.0,0.71875,0.8056551
824.0,7.0,0.78125,0.85590523
825.0,7.0,0.84375,0.66074085
826.0,7.0,0.78125,0.6729281
827.0,7.0,0.78125,0.6833115
828.0,7.0,0.9375,0.35540268
829.0,7.0,0.875,0.7528602
830.0,7.0,0.8125,0.5574557
831.0,7.0,0.75,0.7253528
832.0,7.0,0.78125,0.6024895
833.0,7.0,0.84375,0.6272614
834.0,7.0,0.6875,0.8738941
835.0,7.0,0.78125,0.7483737
836.0,7.0,0.875,0.4919838
837.0,7.0,0.71875,0.9463285
838.0,7.0,0.6875,0.8095755
839.0,7.0,0.78125,0.72688705
840.0,7.0,0.9375,0.28678894
841.0,7.0,0.84375,0.4716697
842.0,7.0,0.84375,0.66796875
843.0,7.0,0.71875,0.88249487
844.0,7.0,0.9375,0.4061703
845.0,7.0,0.875,0.50326544
846.0,7.0,0.78125,0.7457434
847.0,7.0,0.84375,0.5703177
848.0,7.0,0.84375,0.73821354
849.0,7.0,0.75,0.9484458
850.0,7.0,0.75,0.7755438
851.0,7.0,0.6875,0.61068285
852.0,7.0,0.75,0.756183
853.0,7.0,0.65625,0.8480503
854.0,7.0,0.84375,0.66722965
855.0,7.0,0.8125,0.545578
856.0,7.0,0.8125,0.50779647
857.0,7.0,0.84375,0.51130235
858.0,7.0,0.84375,0.58555466
859.0,7.0,0.84375,0.68169874
860.0,7.0,0.84375,0.6922625
861.0,7.0,0.875,0.61061263
862.0,7.0,0.78125,0.730663
863.0,7.0,0.875,0.61192787
864.0,7.0,0.75,0.8057233
865.0,7.0,0.96875,0.4003357
866.0,7.0,0.875,0.6696901
867.0,7.0,0.78125,0.59252024
868.0,7.0,0.84375,0.53199863
869.0,7.0,0.90625,0.48724568
870.0,7.0,0.8125,0.6371999
871.0,7.0,0.875,0.3805572
872.0,7.0,0.90625,0.4713847
873.0,7.0,0.78125,0.6518968
874.0,7.0,0.84375,0.6226253
875.0,7.0,0.84375,0.63422835
876.0,7.0,0.71875,0.6546624
877.0,7.0,0.8125,0.6585203
878.0,7.0,0.8125,0.7306463
879.0,7.0,0.90625,0.5299289
880.0,7.0,0.75,0.92303574
881.0,7.0,0.8125,0.60494494
882.0,7.0,0.875,0.65707725
883.0,7.0,0.84375,0.64701414
884.0,7.0,0.78125,0.6381375
885.0,7.0,0.78125,0.7326701
886.0,7.0,0.875,0.49861723
887.0,7.0,0.8125,0.4844044
888.0,7.0,0.78125,0.69608474
889.0,7.0,0.875,0.49848652
890.0,7.0,0.84375,0.53050077
891.0,7.0,0.78125,0.5728864
892.0,7.0,0.8125,0.65582484
893.0,7.0,0.71875,0.794239
894.0,7.0,0.90625,0.40667367
895.0,7.0,0.8125,0.56629
896.0,7.0,0.78125,0.5817801
897.0,7.0,0.84375,0.5953181
898.0,7.0,0.71875,0.87934697
899.0,7.0,0.84375,0.5525441
900.0,7.0,0.65625,1.1451102
901.0,7.0,0.875,0.36380515
902.0,7.0,0.875,0.50982845
903.0,7.0,0.9375,0.29922962
904.0,7.0,0.90625,0.30253822
905.0,7.0,0.78125,0.6979789
906.0,7.0,0.84375,0.4209272
907.0,7.0,0.90625,0.5460407
908.0,7.0,0.9375,0.39022186
909.0,7.0,0.6875,0.91223335
910.0,7.0,0.9375,0.37924126
911.0,7.0,0.90625,0.54075456
912.0,7.0,0.96875,0.43401232
913.0,7.0,0.71875,0.77301306
914.0,7.0,0.8125,0.53410614
915.0,7.0,0.8125,0.60705245
916.0,7.0,0.84375,0.55725354
917.0,7.0,0.875,0.40043327
918.0,7.0,0.6875,0.8007243
919.0,7.0,0.78125,0.5841509
920.0,7.0,0.9375,0.45442018
921.0,7.0,0.78125,0.71942997
922.0,7.0,0.8125,0.67417085
923.0,7.0,0.90625,0.5302259
924.0,7.0,0.875,0.5591116
925.0,7.0,0.875,0.44290638
926.0,7.0,0.90625,0.54415387
927.0,7.0,0.8125,0.55499566
928.0,7.0,0.75,0.6425456
929.0,7.0,0.90625,0.40671557
930.0,7.0,0.875,0.5892719
931.0,7.0,0.84375,0.64026296
932.0,7.0,0.90625,0.5138945
933.0,7.0,0.8125,0.7794791
934.0,7.0,0.78125,0.74447614
935.0,7.0,0.9375,0.5346945
936.0,7.0,0.90625,0.33847356
937.0,7.0,0.78125,0.7129757
938.0,7.0,0.75,0.972917
939.0,7.0,0.78125,0.58077765
940.0,7.0,0.78125,0.65404165
941.0,7.0,0.84375,0.5443932
942.0,7.0,0.75,0.6394272
943.0,7.0,0.75,0.73338944
944.0,7.0,0.875,0.55614525
945.0,7.0,0.8125,0.6989842
946.0,7.0,0.90625,0.426441
947.0,7.0,0.875,0.6723791
948.0,7.0,0.90625,0.4229159
949.0,7.0,0.875,0.43277973
950.0,7.0,0.8125,0.6111126
951.0,7.0,0.875,0.66296005
952.0,7.0,0.90625,0.55561596
953.0,7.0,0.8125,0.8056389
954.0,7.0,0.78125,0.7602044
955.0,7.0,0.8125,0.5787752
956.0,7.0,0.625,1.0555935
957.0,7.0,0.8125,0.5536872
958.0,7.0,0.78125,0.7772274
959.0,7.0,0.8260869565217391,0.72669417
960.0,8.0,0.75,0.734464
961.0,8.0,0.90625,0.39409286
962.0,8.0,0.96875,0.29848886
963.0,8.0,0.8125,0.64989585
964.0,8.0,0.875,0.4527086
965.0,8.0,0.75,0.6816559
966.0,8.0,0.8125,0.79493093
967.0,8.0,0.9375,0.52963656
968.0,8.0,0.875,0.41911942
969.0,8.0,0.8125,0.59042937
970.0,8.0,0.84375,0.63817114
971.0,8.0,0.71875,0.80834955
972.0,8.0,0.78125,0.5428797
973.0,8.0,0.78125,0.8536414
974.0,8.0,0.875,0.60232174
975.0,8.0,0.78125,0.59244484
976.0,8.0,0.9375,0.3355617
977.0,8.0,0.75,0.7397028
978.0,8.0,0.8125,0.7419209
979.0,8.0,0.75,0.7491395
980.0,8.0,0.8125,0.5429745
981.0,8.0,0.875,0.4081216
982.0,8.0,0.96875,0.43508464
983.0,8.0,0.71875,0.7981678
984.0,8.0,0.78125,0.68658817
985.0,8.0,0.875,0.59378767
986.0,8.0,0.78125,0.628272
987.0,8.0,0.84375,0.60987866
988.0,8.0,0.71875,0.80662787
989.0,8.0,0.9375,0.33816832
990.0,8.0,0.6875,0.59858656
991.0,8.0,0.8125,0.7109378
992.0,8.0,0.875,0.551876
993.0,8.0,0.8125,0.5955743
994.0,8.0,0.875,0.61170083
995.0,8.0,0.8125,0.56027484
996.0,8.0,0.84375,0.631928
997.0,8.0,0.875,0.46024245
998.0,8.0,0.90625,0.5555393
999.0,8.0,0.71875,0.8642031
1000.0,8.0,0.875,0.39439228
1001.0,8.0,0.78125,0.692455
1002.0,8.0,0.75,0.6538861
1003.0,8.0,0.71875,0.692692
1004.0,8.0,0.8125,0.819111
1005.0,8.0,0.9375,0.35726902
1006.0,8.0,0.78125,0.618865
1007.0,8.0,0.84375,0.5065115
1008.0,8.0,0.8125,0.5581332
1009.0,8.0,0.90625,0.5250136
1010.0,8.0,0.75,0.93798065
1011.0,8.0,0.875,0.5147262
1012.0,8.0,0.8125,0.59818304
1013.0,8.0,0.78125,0.67337424
1014.0,8.0,0.875,0.3687227
1015.0,8.0,0.96875,0.533569
1016.0,8.0,0.84375,0.65192324
1017.0,8.0,0.78125,0.6591046
1018.0,8.0,0.84375,0.48452738
1019.0,8.0,0.875,0.52162874
1020.0,8.0,0.78125,0.87082195
1021.0,8.0,0.8125,0.47668886
1022.0,8.0,0.78125,0.55957526
1023.0,8.0,0.8125,0.6177416
1024.0,8.0,0.84375,0.71062726
1025.0,8.0,0.9375,0.49043694
1026.0,8.0,0.78125,0.6498188
1027.0,8.0,0.84375,0.55611646
1028.0,8.0,0.84375,0.6574753
1029.0,8.0,0.8125,0.7160421
1030.0,8.0,0.875,0.68048847
1031.0,8.0,0.90625,0.4013974
1032.0,8.0,0.8125,0.626159
1033.0,8.0,0.75,0.71525
1034.0,8.0,0.84375,0.50152016
1035.0,8.0,0.78125,0.69609255
1036.0,8.0,0.9375,0.4603177
1037.0,8.0,0.8125,0.6222759
1038.0,8.0,0.875,0.43596303
1039.0,8.0,0.78125,0.8702411
1040.0,8.0,0.84375,0.6719315
1041.0,8.0,0.84375,0.52414674
1042.0,8.0,0.84375,0.48815957
1043.0,8.0,0.90625,0.48741108
1044.0,8.0,0.90625,0.47356936
1045.0,8.0,0.71875,0.99894005
1046.0,8.0,0.96875,0.35042676
1047.0,8.0,0.84375,0.6077271
1048.0,8.0,0.625,1.2018216
1049.0,8.0,0.84375,0.47040057
1050.0,8.0,0.75,0.80605364
1051.0,8.0,0.875,0.48056942
1052.0,8.0,0.84375,0.685217
1053.0,8.0,0.96875,0.30114916
1054.0,8.0,0.75,0.76198643
1055.0,8.0,0.84375,0.52793276
1056.0,8.0,0.9375,0.4674245
1057.0,8.0,0.78125,0.52727824
1058.0,8.0,0.8125,0.64656836
1059.0,8.0,0.84375,0.4747222
1060.0,8.0,0.90625,0.41984707
1061.0,8.0,0.84375,0.6095102
1062.0,8.0,0.84375,0.60959244
1063.0,8.0,0.75,0.89906454
1064.0,8.0,0.71875,0.73061144
1065.0,8.0,0.8125,0.6682737
1066.0,8.0,0.84375,0.7154432
1067.0,8.0,0.9375,0.42167193
1068.0,8.0,0.75,0.91176814
1069.0,8.0,0.90625,0.3440184
1070.0,8.0,0.90625,0.34672573
1071.0,8.0,0.90625,0.55464303
1072.0,8.0,0.8125,0.57713985
1073.0,8.0,0.78125,0.8088988
1074.0,8.0,0.84375,0.6376138
1075.0,8.0,0.9375,0.32041115
1076.0,8.0,0.84375,0.64655507
1077.0,8.0,0.78125,0.7587746
1078.0,8.0,0.78125,0.790795
1079.0,8.0,0.84375,0.5417122
1080.0,8.0,0.9375,0.41154853
1081.0,8.0,0.84375,0.57302743
1082.0,8.0,0.78125,0.7167414
1083.0,8.0,0.78125,0.7086133
1084.0,8.0,0.8125,0.68568
1085.0,8.0,0.75,0.9029672
1086.0,8.0,0.8125,0.47949103
1087.0,8.0,0.875,0.6058805
1088.0,8.0,0.78125,0.8441281
1089.0,8.0,0.8125,0.6960541
1090.0,8.0,0.875,0.5121738
1091.0,8.0,0.875,0.4620134
1092.0,8.0,0.65625,0.92387813
1093.0,8.0,0.90625,0.59872484
1094.0,8.0,0.875,0.506096
1095.0,8.0,0.8125,0.64145863
1096.0,8.0,0.8260869565217391,0.455573
1097.0,9.0,0.875,0.46355727
1098.0,9.0,0.9375,0.3042321
1099.0,9.0,0.8125,0.6409583
1100.0,9.0,0.875,0.45922688
1101.0,9.0,0.8125,0.6582044
1102.0,9.0,0.9375,0.44006664
1103.0,9.0,0.875,0.43100145
1104.0,9.0,0.78125,0.6815278
1105.0,9.0,0.875,0.46064723
1106.0,9.0,0.875,0.44119492
1107.0,9.0,0.9375,0.34131694
1108.0,9.0,0.90625,0.4825537
1109.0,9.0,0.8125,0.60526645
1110.0,9.0,0.75,0.78615487
1111.0,9.0,0.8125,0.5620131
1112.0,9.0,0.8125,0.58607703
1113.0,9.0,0.78125,0.50472224
1114.0,9.0,0.84375,0.48433208
1115.0,9.0,0.875,0.5475804
1116.0,9.0,0.8125,0.76296365
1117.0,9.0,0.84375,0.5642859
1118.0,9.0,0.90625,0.43442506
1119.0,9.0,0.78125,0.81269956
1120.0,9.0,0.78125,0.7328693
1121.0,9.0,0.875,0.50116104
1122.0,9.0,0.875,0.49899304
1123.0,9.0,0.84375,0.42336038
1124.0,9.0,0.96875,0.285892
1125.0,9.0,0.84375,0.57205415
1126.0,9.0,0.71875,0.8569419
1127.0,9.0,0.90625,0.5858104
1128.0,9.0,0.90625,0.3850069
1129.0,9.0,0.875,0.41245613
1130.0,9.0,0.8125,0.5287015
1131.0,9.0,0.84375,0.4517374
1132.0,9.0,0.84375,0.62897116
1133.0,9.0,0.75,0.85919905
1134.0,9.0,0.78125,0.626685
1135.0,9.0,0.9375,0.3856642
1136.0,9.0,0.75,0.6716487
1137.0,9.0,0.84375,0.6109376
1138.0,9.0,0.75,0.7934486
1139.0,9.0,0.71875,0.798876
1140.0,9.0,0.8125,0.69038945
1141.0,9.0,0.96875,0.41808876
1142.0,9.0,0.84375,0.54940706
1143.0,9.0,0.84375,0.5695394
1144.0,9.0,0.96875,0.28403732
1145.0,9.0,0.90625,0.40729338
1146.0,9.0,0.8125,0.50057197
1147.0,9.0,0.8125,0.6401155
1148.0,9.0,0.90625,0.4679663
1149.0,9.0,0.84375,0.5846275
1150.0,9.0,0.875,0.35827792
1151.0,9.0,0.6875,1.0972509
1152.0,9.0,0.8125,0.5718422
1153.0,9.0,0.84375,0.55225134
1154.0,9.0,0.84375,0.5443161
1155.0,9.0,0.71875,0.93244207
1156.0,9.0,0.84375,0.6153094
1157.0,9.0,0.75,0.8333043
1158.0,9.0,0.75,0.7156242
1159.0,9.0,0.84375,0.6350197
1160.0,9.0,0.65625,0.89120895
1161.0,9.0,0.90625,0.4654535
1162.0,9.0,0.84375,0.5742033
1163.0,9.0,0.96875,0.3746708
1164.0,9.0,0.875,0.5316663
1165.0,9.0,0.875,0.4403527
1166.0,9.0,0.8125,0.5767278
1167.0,9.0,0.90625,0.40830562
1168.0,9.0,0.875,0.3736444
1169.0,9.0,0.875,0.5904133
1170.0,9.0,0.8125,0.5439592
1171.0,9.0,0.90625,0.46519583
1172.0,9.0,0.875,0.58768517
1173.0,9.0,0.84375,0.48902768
1174.0,9.0,0.875,0.4581852
1175.0,9.0,0.8125,0.74064505
1176.0,9.0,0.90625,0.49813858
1177.0,9.0,0.84375,0.50095797
1178.0,9.0,0.90625,0.4521553
1179.0,9.0,0.9375,0.37790054
1180.0,9.0,0.96875,0.34829995
1181.0,9.0,0.78125,0.5850814
1182.0,9.0,0.84375,0.5084414
1183.0,9.0,0.90625,0.4512293
1184.0,9.0,0.78125,0.506288
1185.0,9.0,0.8125,0.77298576
1186.0,9.0,0.84375,0.5935622
1187.0,9.0,0.8125,0.6039806
1188.0,9.0,0.84375,0.487124
1189.0,9.0,0.71875,0.88282824
1190.0,9.0,0.90625,0.39050815
1191.0,9.0,0.90625,0.4182002
1192.0,9.0,0.90625,0.45880267
1193.0,9.0,0.90625,0.4458329
1194.0,9.0,0.875,0.43999487
1195.0,9.0,0.75,0.6042202
1196.0,9.0,0.875,0.6858357
1197.0,9.0,0.90625,0.42333966
1198.0,9.0,0.90625,0.46245086
1199.0,9.0,0.84375,0.4542739
1200.0,9.0,0.71875,0.8785703
1201.0,9.0,0.78125,0.5862055
1202.0,9.0,0.78125,0.79195756
1203.0,9.0,0.90625,0.41655576
1204.0,9.0,0.8125,0.6231109
1205.0,9.0,0.71875,0.55197465
1206.0,9.0,0.90625,0.67135435
1207.0,9.0,0.84375,0.6562539
1208.0,9.0,0.90625,0.42984423
1209.0,9.0,0.90625,0.5019568
1210.0,9.0,0.90625,0.39619908
1211.0,9.0,0.78125,0.60363495
1212.0,9.0,0.90625,0.46259418
1213.0,9.0,0.75,0.6902264
1214.0,9.0,0.875,0.43774927
1215.0,9.0,0.78125,0.7693552
1216.0,9.0,0.84375,0.42065075
1217.0,9.0,0.78125,0.66128296
1218.0,9.0,0.875,0.5616867
1219.0,9.0,0.84375,0.508442
1220.0,9.0,0.84375,0.5211808
1221.0,9.0,0.84375,0.41395134
1222.0,9.0,0.96875,0.20303455
1223.0,9.0,0.84375,0.6497099
1224.0,9.0,0.875,0.6647513
1225.0,9.0,0.6875,0.90188944
1226.0,9.0,0.90625,0.4122836
1227.0,9.0,0.78125,0.757594
1228.0,9.0,0.875,0.59041405
1229.0,9.0,0.8125,0.69432265
1230.0,9.0,0.78125,0.5401514
1231.0,9.0,0.78125,0.6333352
1232.0,9.0,0.8125,0.5301077
1233.0,9.0,0.782608695652174,0.6721194
1234.0,10.0,0.90625,0.2547997
1235.0,10.0,0.84375,0.6110612
1236.0,10.0,0.9375,0.5406676
1237.0,10.0,0.875,0.5607094
1238.0,10.0,0.8125,0.50919825
1239.0,10.0,0.84375,0.5948036
1240.0,10.0,0.75,0.8709682
1241.0,10.0,0.84375,0.46829492
1242.0,10.0,0.84375,0.59268486
1243.0,10.0,0.90625,0.4972814
1244.0,10.0,0.84375,0.419956
1245.0,10.0,0.78125,0.71527076
1246.0,10.0,0.8125,0.5725223
1247.0,10.0,0.84375,0.71783894
1248.0,10.0,0.875,0.5270071
1249.0,10.0,0.84375,0.44372118
1250.0,10.0,0.84375,0.5287888
1251.0,10.0,0.8125,0.55327725
1252.0,10.0,0.78125,0.49255934
1253.0,10.0,0.84375,0.6913464
1254.0,10.0,0.8125,0.5121405
1255.0,10.0,0.71875,0.66517997
1256.0,10.0,0.875,0.49160686
1257.0,10.0,0.90625,0.42708525
1258.0,10.0,0.90625,0.5045688
1259.0,10.0,0.84375,0.48789036
1260.0,10.0,0.8125,0.4278297
1261.0,10.0,0.84375,0.6046909
1262.0,10.0,0.8125,0.56677306
1263.0,10.0,0.8125,0.58086187
1264.0,10.0,0.96875,0.30490878
1265.0,10.0,0.8125,0.93652755
1266.0,10.0,0.96875,0.27813074
1267.0,10.0,0.8125,0.45399076
1268.0,10.0,0.875,0.32471728
1269.0,10.0,0.875,0.66574216
1270.0,10.0,0.875,0.42319423
1271.0,10.0,0.78125,0.68595207
1272.0,10.0,0.84375,0.49570924
1273.0,10.0,0.90625,0.383712
1274.0,10.0,0.78125,0.8859982
1275.0,10.0,1.0,0.4137475
1276.0,10.0,0.8125,0.58732307
1277.0,10.0,0.8125,0.63377666
1278.0,10.0,0.8125,0.5915773
1279.0,10.0,0.8125,0.5369545
1280.0,10.0,0.8125,0.5778153
1281.0,10.0,0.71875,0.78098905
1282.0,10.0,0.71875,0.89298016
1283.0,10.0,0.875,0.4705376
1284.0,10.0,0.6875,0.85524964
1285.0,10.0,0.90625,0.35396048
1286.0,10.0,0.84375,0.4408494
1287.0,10.0,0.90625,0.5532113
1288.0,10.0,0.75,0.72671074
1289.0,10.0,0.8125,0.5935617
1290.0,10.0,0.6875,0.84044266
1291.0,10.0,0.84375,0.60936135
1292.0,10.0,0.875,0.4459738
1293.0,10.0,0.96875,0.3284507
1294.0,10.0,0.875,0.5058903
1295.0,10.0,0.8125,0.6774113
1296.0,10.0,0.96875,0.25898665
1297.0,10.0,0.6875,0.79329914
1298.0,10.0,0.84375,0.6281722
1299.0,10.0,0.78125,0.71796966
1300.0,10.0,0.875,0.45300394
1301.0,10.0,0.8125,0.5557685
1302.0,10.0,0.90625,0.43434423
1303.0,10.0,0.8125,0.6379301
1304.0,10.0,0.78125,0.75855887
1305.0,10.0,0.78125,0.63527125
1306.0,10.0,0.78125,0.62798977
1307.0,10.0,0.8125,0.74842256
1308.0,10.0,0.8125,0.5522514
1309.0,10.0,0.875,0.53624994
1310.0,10.0,0.875,0.50649965
1311.0,10.0,0.78125,0.72027606
1312.0,10.0,0.90625,0.46246776
1313.0,10.0,0.875,0.44183394
1314.0,10.0,0.90625,0.38624597
1315.0,10.0,0.6875,0.91813356
1316.0,10.0,0.84375,0.5575556
1317.0,10.0,0.6875,0.8364773
1318.0,10.0,0.90625,0.52665263
1319.0,10.0,0.84375,0.5446322
1320.0,10.0,0.78125,0.67056775
1321.0,10.0,0.75,0.785082
1322.0,10.0,0.90625,0.4010799
1323.0,10.0,0.875,0.52038884
1324.0,10.0,0.90625,0.37480104
1325.0,10.0,0.71875,0.6881444
1326.0,10.0,0.84375,0.5795519
1327.0,10.0,0.8125,0.719035
1328.0,10.0,0.9375,0.4325465
1329.0,10.0,0.875,0.5747952
1330.0,10.0,0.8125,0.61014587
1331.0,10.0,0.75,0.61761224
1332.0,10.0,0.90625,0.41525453
1333.0,10.0,0.8125,0.6048688
1334.0,10.0,0.75,0.7152647
1335.0,10.0,0.9375,0.3059745
1336.0,10.0,0.75,0.61602646
1337.0,10.0,0.90625,0.5051235
1338.0,10.0,0.84375,0.5134732
1339.0,10.0,0.84375,0.5448025
1340.0,10.0,0.78125,0.6855825
1341.0,10.0,0.8125,0.5485326
1342.0,10.0,0.78125,0.67693275
1343.0,10.0,0.84375,0.551991
1344.0,10.0,0.9375,0.3730855
1345.0,10.0,0.8125,0.7175959
1346.0,10.0,0.8125,0.5722195
1347.0,10.0,0.875,0.40142807
1348.0,10.0,0.8125,0.63347906
1349.0,10.0,0.875,0.3910226
1350.0,10.0,0.78125,0.8124231
1351.0,10.0,0.875,0.4232756
1352.0,10.0,0.96875,0.3029633
1353.0,10.0,0.8125,0.55428165
1354.0,10.0,0.90625,0.50832367
1355.0,10.0,0.75,0.7082746
1356.0,10.0,0.84375,0.81214416
1357.0,10.0,0.84375,0.62918055
1358.0,10.0,0.75,0.6800708
1359.0,10.0,0.875,0.5702998
1360.0,10.0,0.75,0.7449365
1361.0,10.0,0.84375,0.4124456
1362.0,10.0,0.8125,0.66455424
1363.0,10.0,0.875,0.55138546
1364.0,10.0,0.84375,0.4804813
1365.0,10.0,0.84375,0.5889406
1366.0,10.0,0.8125,0.64130414
1367.0,10.0,0.8125,0.569108
1368.0,10.0,0.875,0.53734386
1369.0,10.0,0.90625,0.40515196
1370.0,10.0,0.782608695652174,0.5113928
1371.0,11.0,0.78125,0.8769509
1372.0,11.0,0.78125,0.6183299
1373.0,11.0,0.75,0.5926739
1374.0,11.0,0.84375,0.5839635
1375.0,11.0,0.78125,0.58519053
1376.0,11.0,0.84375,0.63064265
1377.0,11.0,0.78125,0.6450048
1378.0,11.0,0.71875,0.8599848
1379.0,11.0,0.71875,0.7622118
1380.0,11.0,0.90625,0.6014795
1381.0,11.0,0.875,0.58259106
1382.0,11.0,0.9375,0.5629563
1383.0,11.0,0.9375,0.3248637
1384.0,11.0,0.84375,0.49455196
1385.0,11.0,0.90625,0.35840824
1386.0,11.0,0.9375,0.22537924
1387.0,11.0,0.71875,0.7780547
1388.0,11.0,0.90625,0.5487523
1389.0,11.0,0.875,0.5310756
1390.0,11.0,0.8125,0.6410212
1391.0,11.0,0.8125,0.5814911
1392.0,11.0,0.6875,0.8001915
1393.0,11.0,0.9375,0.49601597
1394.0,11.0,0.78125,0.7252746
1395.0,11.0,0.8125,0.6607938
1396.0,11.0,0.90625,0.42928523
1397.0,11.0,0.8125,0.59064543
1398.0,11.0,0.84375,0.51948243
1399.0,11.0,0.71875,0.97849476
1400.0,11.0,0.78125,0.62579775
1401.0,11.0,0.84375,0.6025093
1402.0,11.0,0.875,0.5583702
1403.0,11.0,0.90625,0.2887201
1404.0,11.0,0.875,0.4416351
1405.0,11.0,0.65625,0.8795725
1406.0,11.0,0.875,0.5263238
1407.0,11.0,0.9375,0.28164417
1408.0,11.0,0.71875,0.8312363
1409.0,11.0,0.875,0.47470152
1410.0,11.0,0.84375,0.53970593
1411.0,11.0,0.78125,0.6076686
1412.0,11.0,0.75,0.61348826
1413.0,11.0,0.875,0.61777073
1414.0,11.0,0.90625,0.39003304
1415.0,11.0,0.90625,0.44684353
1416.0,11.0,0.90625,0.4282779
1417.0,11.0,0.9375,0.44317538
1418.0,11.0,0.8125,0.58975106
1419.0,11.0,0.78125,0.5887845
1420.0,11.0,0.84375,0.47728086
1421.0,11.0,0.96875,0.24099007
1422.0,11.0,0.84375,0.47537935
1423.0,11.0,0.78125,0.54072577
1424.0,11.0,0.875,0.4658813
1425.0,11.0,0.84375,0.60113996
1426.0,11.0,0.90625,0.35618684
1427.0,11.0,0.90625,0.4565946
1428.0,11.0,0.75,0.84553987
1429.0,11.0,0.78125,0.83543265
1430.0,11.0,0.75,0.663415
1431.0,11.0,0.78125,0.68632627
1432.0,11.0,0.75,0.5587199
1433.0,11.0,0.84375,0.48115024
1434.0,11.0,0.84375,0.5481032
1435.0,11.0,0.96875,0.26046538
1436.0,11.0,0.9375,0.3172453
1437.0,11.0,0.71875,0.72356653
1438.0,11.0,0.84375,0.55062735
1439.0,11.0,0.90625,0.48788998
1440.0,11.0,0.71875,0.9819782
1441.0,11.0,0.875,0.42037982
1442.0,11.0,0.96875,0.2788978
1443.0,11.0,0.90625,0.44002748
1444.0,11.0,0.9375,0.4201432
1445.0,11.0,0.9375,0.3528778
1446.0,11.0,0.78125,0.7214178
1447.0,11.0,0.96875,0.2557716
1448.0,11.0,0.875,0.41522178
1449.0,11.0,0.8125,0.8017483
1450.0,11.0,0.84375,0.62645954
1451.0,11.0,0.6875,0.7259118
1452.0,11.0,0.875,0.44538403
1453.0,11.0,0.875,0.49830684
1454.0,11.0,0.84375,0.5420961
1455.0,11.0,0.84375,0.5631831
1456.0,11.0,0.71875,0.8224423
1457.0,11.0,0.75,0.84302616
1458.0,11.0,0.875,0.4454413
1459.0,11.0,0.78125,0.85171115
1460.0,11.0,0.78125,0.77439797
1461.0,11.0,0.84375,0.6098772
1462.0,11.0,0.84375,0.68822986
1463.0,11.0,0.875,0.44948515
1464.0,11.0,0.78125,0.583833
1465.0,11.0,0.90625,0.34784836
1466.0,11.0,0.78125,0.6708451
1467.0,11.0,0.90625,0.3871225
1468.0,11.0,0.78125,0.86248165
