X,Y,Z,标注类别名称,预测类别,图像路径
0.20660158,-0.10886079,4.220669,椰子,椰子,fruit30_split/val/椰子/133.jpg
3.0441628,2.5344493,3.9062715,椰子,椰子,fruit30_split/val/椰子/136.jpg
-0.7492613,1.1891315,3.6529958,椰子,椰子,fruit30_split/val/椰子/142.jpg
0.28635725,-0.03450763,4.0248666,椰子,桂圆,fruit30_split/val/椰子/163.jpg
1.4271277,0.92845,4.4520326,椰子,椰子,fruit30_split/val/椰子/165.jpg
-0.86678046,0.73472077,3.732267,椰子,椰子,fruit30_split/val/椰子/17.jpeg
-0.7804644,0.7194722,3.7630966,椰子,椰子,fruit30_split/val/椰子/170.jpg
-0.84221995,0.7354137,3.7332227,椰子,椰子,fruit30_split/val/椰子/175.jpg
-0.6601862,1.2766857,3.7072616,椰子,椰子,fruit30_split/val/椰子/176.jpg
-1.3898909,-0.16790953,4.963436,椰子,椰子,fruit30_split/val/椰子/185.jpg
-0.10117929,2.3419569,4.296464,椰子,西瓜,fruit30_split/val/椰子/187.jpg
1.1305302,1.8100069,3.2405665,椰子,椰子,fruit30_split/val/椰子/190.jpg
0.7150464,-0.11057454,5.0930886,椰子,椰子,fruit30_split/val/椰子/194.jpg
2.1494238,1.1544149,4.4376316,椰子,椰子,fruit30_split/val/椰子/195.jpg
-0.47437212,1.5758137,3.5117037,椰子,椰子,fruit30_split/val/椰子/196.jpg
-0.20083435,1.2786447,2.6947622,椰子,椰子,fruit30_split/val/椰子/197.png
1.3436308,1.0714269,3.7449594,椰子,椰子,fruit30_split/val/椰子/199.jpg
0.18535964,0.14533089,3.8207276,椰子,椰子,fruit30_split/val/椰子/23.png
0.28949544,-0.09487464,4.1298127,椰子,椰子,fruit30_split/val/椰子/25.jpg
0.219781,-0.05965747,4.5903864,椰子,桂圆,fruit30_split/val/椰子/30.jpg
0.5500718,0.79207385,4.0811777,椰子,椰子,fruit30_split/val/椰子/33.jpg
-0.8014916,0.76524454,3.7476578,椰子,椰子,fruit30_split/val/椰子/36.jpg
0.11693848,0.30652893,3.5974073,椰子,椰子,fruit30_split/val/椰子/43.jpg
0.119546026,0.36034238,3.6338565,椰子,椰子,fruit30_split/val/椰子/49.jpg
-0.12264873,0.49238744,2.9897418,椰子,椰子,fruit30_split/val/椰子/5.jpg
3.0452945,2.2578757,4.067466,椰子,桂圆,fruit30_split/val/椰子/57.jpg
0.052563187,0.48969373,3.3033485,椰子,椰子,fruit30_split/val/椰子/60.jpeg
-0.87834734,0.8687764,3.7249625,椰子,椰子,fruit30_split/val/椰子/78.jpg
-0.74997276,1.0595218,3.6134808,椰子,椰子,fruit30_split/val/椰子/80.jpg
2.024086,1.1408014,4.447151,椰子,椰子,fruit30_split/val/椰子/81.jpg
1.6160724,1.0294169,4.55089,椰子,椰子,fruit30_split/val/椰子/84.jpg
0.0017761409,0.39273763,3.6354177,椰子,椰子,fruit30_split/val/椰子/90.jpg
0.36463234,4.4054074,3.928606,榴莲,榴莲,fruit30_split/val/榴莲/10.jpg
0.57951736,3.0613625,3.8482566,榴莲,香蕉,fruit30_split/val/榴莲/101.jpg
2.662334,4.2868524,5.613587,榴莲,荔枝,fruit30_split/val/榴莲/102.jpg
0.4308099,4.563568,4.036533,榴莲,榴莲,fruit30_split/val/榴莲/106.jpg
2.6258833,4.3950744,5.5375757,榴莲,榴莲,fruit30_split/val/榴莲/112.jpg
0.37071234,4.056212,3.954214,榴莲,榴莲,fruit30_split/val/榴莲/135.jpg
0.2812438,4.551407,4.0148892,榴莲,榴莲,fruit30_split/val/榴莲/149.jpeg
0.74603707,4.612302,4.0784736,榴莲,榴莲,fruit30_split/val/榴莲/150.jpg
0.79296726,4.612957,4.066527,榴莲,榴莲,fruit30_split/val/榴莲/161.jpg
0.3896356,4.4949465,3.9877598,榴莲,榴莲,fruit30_split/val/榴莲/163.jpg
0.34420562,4.312578,3.9064078,榴莲,榴莲,fruit30_split/val/榴莲/170.jpg
0.48307645,4.6134143,4.094987,榴莲,榴莲,fruit30_split/val/榴莲/181.jpg
0.21460085,3.845679,3.6377625,榴莲,柚子,fruit30_split/val/榴莲/191.jpg
0.18895942,4.0538177,3.9245598,榴莲,榴莲,fruit30_split/val/榴莲/198.jpg
0.3047819,4.2261367,3.8953846,榴莲,榴莲,fruit30_split/val/榴莲/20.jpg
2.4577725,4.531804,5.4212675,榴莲,榴莲,fruit30_split/val/榴莲/3.jpg
0.8696486,5.0596194,4.2938533,榴莲,榴莲,fruit30_split/val/榴莲/36.jpg
2.4713228,4.6076865,5.5316486,榴莲,榴莲,fruit30_split/val/榴莲/39.jpg
2.6635635,4.3597364,5.4989076,榴莲,榴莲,fruit30_split/val/榴莲/43.jpg
2.4989305,4.52976,5.467662,榴莲,榴莲,fruit30_split/val/榴莲/44.jpeg
0.39041975,4.41269,3.9604757,榴莲,榴莲,fruit30_split/val/榴莲/46.jpg
2.4543915,4.5662813,5.4138284,榴莲,榴莲,fruit30_split/val/榴莲/47.jpg
0.3835703,4.5053105,3.9713125,榴莲,榴莲,fruit30_split/val/榴莲/55.jpg
0.6398082,4.6342854,4.262942,榴莲,榴莲,fruit30_split/val/榴莲/58.jpg
2.8231075,2.5800996,4.1578407,榴莲,榴莲,fruit30_split/val/榴莲/71.jpg
0.60460436,4.7648034,4.2576866,榴莲,榴莲,fruit30_split/val/榴莲/74.jpg
0.3159894,4.4190516,3.9438276,榴莲,榴莲,fruit30_split/val/榴莲/75.jpg
0.3246376,4.4229264,3.9192307,榴莲,榴莲,fruit30_split/val/榴莲/78.jpg
-0.7051039,2.8019307,3.7526054,榴莲,椰子,fruit30_split/val/榴莲/84.png
-0.7079707,2.1506593,3.995666,榴莲,哈密瓜,fruit30_split/val/榴莲/85.jpg
-0.10479217,2.1496596,3.8440754,榴莲,芒果,fruit30_split/val/榴莲/87.jpg
2.5198853,4.518378,5.580889,榴莲,榴莲,fruit30_split/val/榴莲/88.jpg
0.3015211,4.1928296,3.9243116,榴莲,榴莲,fruit30_split/val/榴莲/90.jpg
2.5905335,4.432991,5.563076,榴莲,榴莲,fruit30_split/val/榴莲/91.jpg
0.08420437,3.596504,3.859799,榴莲,榴莲,fruit30_split/val/榴莲/98.jpg
0.22374927,2.913098,3.737351,榴莲,柠檬,fruit30_split/val/榴莲/99.jpg
-0.6735827,4.0384245,6.6560473,火龙果,火龙果,fruit30_split/val/火龙果/103.jpg
-0.74033576,4.104792,6.695748,火龙果,火龙果,fruit30_split/val/火龙果/106.jpg
-0.6810341,3.9863212,6.5646567,火龙果,火龙果,fruit30_split/val/火龙果/109.jpg
-0.6606708,4.0453835,6.647044,火龙果,火龙果,fruit30_split/val/火龙果/113.jpg
-0.59329975,3.8599458,6.490781,火龙果,火龙果,fruit30_split/val/火龙果/114.jpg
-0.685551,4.053791,6.6192384,火龙果,火龙果,fruit30_split/val/火龙果/118.jpg
-0.72832894,4.0000224,6.572443,火龙果,火龙果,fruit30_split/val/火龙果/13.jpg
0.2884611,2.7638695,5.547219,火龙果,火龙果,fruit30_split/val/火龙果/138.jpg
-0.7628127,3.7733796,6.23018,火龙果,火龙果,fruit30_split/val/火龙果/153.jpg
-0.6674575,4.044812,6.650196,火龙果,火龙果,fruit30_split/val/火龙果/163.jpg
-0.13470022,3.2710495,6.2425804,火龙果,火龙果,fruit30_split/val/火龙果/164.jpg
-0.7234255,3.7248337,6.2317314,火龙果,火龙果,fruit30_split/val/火龙果/172.jpg
0.2400644,2.7748613,5.8739457,火龙果,火龙果,fruit30_split/val/火龙果/176.jpg
-0.80689454,3.9201546,6.3842626,火龙果,火龙果,fruit30_split/val/火龙果/184.jpg
-0.5615811,3.9222949,6.7018642,火龙果,苹果-红,fruit30_split/val/火龙果/19.jpg
-0.53445226,3.771915,6.44799,火龙果,火龙果,fruit30_split/val/火龙果/191.jpg
-0.7501066,3.9998114,6.542771,火龙果,火龙果,fruit30_split/val/火龙果/196.jpg
-0.66899353,4.0371747,6.6429925,火龙果,火龙果,fruit30_split/val/火龙果/197.jpg
-0.5137771,3.7135692,6.2405815,火龙果,火龙果,fruit30_split/val/火龙果/21.jpg
-0.83288294,3.9615743,6.469261,火龙果,火龙果,fruit30_split/val/火龙果/23.jpg
-0.81897855,3.9081,6.3998504,火龙果,火龙果,fruit30_split/val/火龙果/29.jpg
-0.5531089,3.9735773,6.59825,火龙果,椰子,fruit30_split/val/火龙果/3.jpg
2.0281997,2.062858,5.0273314,火龙果,火龙果,fruit30_split/val/火龙果/33.jpg
-0.8343157,3.891661,6.4357853,火龙果,火龙果,fruit30_split/val/火龙果/34.jpg
0.56268865,3.573969,5.0279727,火龙果,火龙果,fruit30_split/val/火龙果/45.jpg
-0.2705626,3.464141,6.363324,火龙果,火龙果,fruit30_split/val/火龙果/47.jpeg
-0.7946609,3.9043067,6.3958077,火龙果,火龙果,fruit30_split/val/火龙果/56.jpg
-0.62459505,4.0109763,6.638016,火龙果,火龙果,fruit30_split/val/火龙果/60.jpg
-0.68297833,4.1017504,6.712072,火龙果,火龙果,fruit30_split/val/火龙果/64.jpg
1.9968314,2.0309718,4.983863,火龙果,火龙果,fruit30_split/val/火龙果/70.jpg
0.39006346,2.908118,5.7777357,火龙果,火龙果,fruit30_split/val/火龙果/76.jpeg
-0.53740364,3.9557922,6.5503573,火龙果,火龙果,fruit30_split/val/火龙果/78.jpg
-0.76206213,3.9689727,6.479512,火龙果,火龙果,fruit30_split/val/火龙果/80.jpg
0.3613788,2.2322526,4.327936,火龙果,火龙果,fruit30_split/val/火龙果/83.jpg
-0.6362349,3.9739451,6.6155386,火龙果,火龙果,fruit30_split/val/火龙果/84.jpg
1.815088,1.7582229,5.227909,火龙果,石榴,fruit30_split/val/火龙果/90.jpg
-0.6254743,1.0379857,2.5935116,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/101.jpg
2.226562,0.2513,4.561774,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/113.jpg
-1.9284102,1.5693654,2.9656672,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/118.jpeg
0.071648814,0.42530173,3.5778322,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/124.jpg
0.49294046,1.5806237,4.6670566,猕猴桃,黄瓜,fruit30_split/val/猕猴桃/127.jpg
1.9330702,1.6295878,4.5899215,猕猴桃,哈密瓜,fruit30_split/val/猕猴桃/128.jpg
-1.3524122,1.3580447,3.1229703,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/136.jpg
-2.0773408,1.4186299,2.878887,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/144.jpg
2.205196,0.30088606,4.585521,猕猴桃,桂圆,fruit30_split/val/猕猴桃/149.jpeg
-1.834863,1.4576392,2.96588,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/167.png
-1.8364092,1.2522558,2.999708,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/17.jpg
2.1494856,0.23230064,4.605679,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/188.jpg
2.0458267,0.3960374,4.34343,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/192.jpeg
-1.9666225,1.508157,2.9230952,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/197.jpg
-1.807562,1.4042164,2.9934087,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/199.jpeg
-0.30788025,2.394114,4.07597,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/32.jpg
-1.8579732,1.1905918,2.9313173,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/34.jpg
2.3761096,4.560894,5.856207,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/38.jpeg
-1.772958,1.1393827,2.9130683,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/40.jpg
-2.020571,1.3735627,2.8465664,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/41.jpeg
-1.7388573,1.541065,2.9902208,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/44.jpg
-1.8530513,1.2791487,2.9866223,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/46.jpg
-2.0667784,1.286342,2.883284,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/47.jpg
-2.0388794,1.3837221,2.9109004,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/48.jpg
-1.7869952,1.1659535,3.0423148,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/50.jpg
-1.8821471,1.5188711,2.9817948,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/54.jpg
-1.7750105,1.1446371,3.061134,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/56.jpg
-1.5582488,1.0529027,3.0625966,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/57.jpg
-1.8311124,1.4489564,3.0114863,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/6.jpeg
-2.0231233,1.4081877,2.900206,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/66.jpg
-1.6167535,1.0349742,3.1028278,猕猴桃,芒果,fruit30_split/val/猕猴桃/68.jpg
-1.9595839,1.3957962,2.8724618,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/70.jpg
-2.064864,1.4500252,2.860866,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/77.jpg
-1.8314021,1.550908,3.0142205,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/92.jpg
1.4341472,0.72618115,4.0151587,猕猴桃,柚子,fruit30_split/val/猕猴桃/94.jpeg
-1.8314533,1.5565127,3.0062177,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/96.jpg
-1.8222069,1.6000757,3.0528111,猕猴桃,猕猴桃,fruit30_split/val/猕猴桃/99.jpg
0.83918154,2.042104,8.073679,石榴,石榴,fruit30_split/val/石榴/10.jpg
0.48453614,2.6761253,5.9840407,石榴,石榴,fruit30_split/val/石榴/101.jpg
0.44662642,2.8446107,5.7271395,石榴,西红柿,fruit30_split/val/石榴/106.jpg
0.42261845,2.7784796,5.8774123,石榴,石榴,fruit30_split/val/石榴/107.jpg
3.0168867,2.427567,4.0121036,石榴,西瓜,fruit30_split/val/石榴/114.jpg
0.9481438,1.9006598,8.042953,石榴,石榴,fruit30_split/val/石榴/115.jpg
0.8205399,1.8478504,8.124791,石榴,石榴,fruit30_split/val/石榴/12.png
0.52306527,2.659179,6.0301285,石榴,石榴,fruit30_split/val/石榴/127.jpg
3.0037615,2.4250546,4.0484548,石榴,脐橙,fruit30_split/val/石榴/134.jpg
0.6472813,1.9321966,7.6608243,石榴,石榴,fruit30_split/val/石榴/136.jpg
0.8635623,1.2342833,7.5500727,石榴,石榴,fruit30_split/val/石榴/14.jpg
0.89103043,1.8546709,8.019244,石榴,石榴,fruit30_split/val/石榴/147.jpg
1.4858385,2.7098975,6.6211042,石榴,杨梅,fruit30_split/val/石榴/155.jpeg
0.86488914,1.8269105,7.952578,石榴,石榴,fruit30_split/val/石榴/158.jpg
0.7773956,1.8776087,8.158442,石榴,石榴,fruit30_split/val/石榴/174.jpeg
0.84304404,2.035305,8.061817,石榴,石榴,fruit30_split/val/石榴/175.jpg
0.8484058,2.1017108,8.015771,石榴,石榴,fruit30_split/val/石榴/179.jpg
0.76706105,1.8262843,8.209049,石榴,石榴,fruit30_split/val/石榴/19.jpg
0.8759105,2.0121336,8.077926,石榴,石榴,fruit30_split/val/石榴/2.png
0.7134062,1.775606,8.226161,石榴,石榴,fruit30_split/val/石榴/27.jpg
1.4634345,1.5049213,5.180733,石榴,石榴,fruit30_split/val/石榴/33.jpg
-0.058481317,3.0578258,6.2675076,石榴,石榴,fruit30_split/val/石榴/35.jpg
0.98373413,1.7520006,7.7158823,石榴,葡萄-红,fruit30_split/val/石榴/43.jpeg
1.3201582,1.5079871,5.0317297,石榴,石榴,fruit30_split/val/石榴/44.jpg
1.4671475,1.4289664,5.092442,石榴,石榴,fruit30_split/val/石榴/46.jpg
0.8494582,1.8320667,8.1827,石榴,石榴,fruit30_split/val/石榴/49.jpg
1.4015518,1.3547066,4.94581,石榴,石榴,fruit30_split/val/石榴/5.jpg
0.6531989,1.7178195,8.065887,石榴,石榴,fruit30_split/val/石榴/55.jpg
1.541014,1.3891954,5.1304917,石榴,石榴,fruit30_split/val/石榴/6.jpg
0.41816387,2.7551646,5.749746,石榴,石榴,fruit30_split/val/石榴/60.jpg
0.61613876,1.7484962,8.018958,石榴,石榴,fruit30_split/val/石榴/66.jpg
0.73145455,1.9860206,7.739053,石榴,石榴,fruit30_split/val/石榴/67.jpg
0.865633,2.0122187,7.9592805,石榴,石榴,fruit30_split/val/石榴/77.jpg
0.812335,1.9736973,8.042122,石榴,石榴,fruit30_split/val/石榴/80.jpg
0.827445,2.0405548,8.099488,石榴,石榴,fruit30_split/val/石榴/84.jpg
1.4402591,1.3264506,4.9590282,石榴,石榴,fruit30_split/val/石榴/88.jpg
1.3824605,1.4052004,4.938674,石榴,石榴,fruit30_split/val/石榴/89.jpg
0.46175763,0.69331336,5.269246,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/101.jpg
0.006842638,0.3547675,4.9821725,砂糖橘,柚子,fruit30_split/val/砂糖橘/103.jpg
-0.3345137,1.2942694,4.125736,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/104.jpg
1.2082071,0.56653106,5.130342,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/110.jpg
0.19942719,1.6245456,4.6636763,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/112.jpg
0.38733384,0.7145855,5.3266244,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/113.jpg
-0.36155045,1.2933797,4.3331394,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/128.jpg
2.2141871,1.1157521,5.5859246,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/130.jpg
0.37465647,0.8509023,5.0103526,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/132.jpg
0.45243478,0.7298876,5.1845474,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/155.png
0.96405804,0.47654557,5.2861166,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/163.jpg
0.4279611,0.052468225,5.613704,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/164.jpg
1.0459031,0.6256097,5.1666255,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/177.jpg
0.45612842,0.7203592,5.275794,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/180.jpg
0.13543351,1.0345124,4.849491,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/183.jpg
0.17438376,1.5272304,4.586006,砂糖橘,芒果,fruit30_split/val/砂糖橘/193.jpg
0.63256294,0.51042837,5.12049,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/194.jpg
0.018973261,0.09400515,5.050568,砂糖橘,胡萝卜,fruit30_split/val/砂糖橘/25.jpg
0.5869495,0.08353475,5.755917,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/28.jpg
1.4389031,0.6374104,5.120101,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/29.jpg
0.6194892,0.200822,6.0410056,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/35.jpg
0.58731407,0.11616533,5.74317,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/38.png
0.6064904,0.29959708,5.6439133,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/43.jpeg
1.4623325,0.46404448,5.1992087,砂糖橘,脐橙,fruit30_split/val/砂糖橘/44.jpg
-0.16088894,1.496934,4.4574943,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/49.jpg
-0.3067331,1.5126796,4.459513,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/5.jpg
0.61285585,0.08530975,5.626803,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/55.jpg
2.0258868,0.624556,5.390928,砂糖橘,脐橙,fruit30_split/val/砂糖橘/58.jpg
0.7416175,0.43996447,5.14742,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/6.png
0.880918,0.5936092,5.183014,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/60.jpg
-0.018714592,1.041966,4.0827885,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/62.jpg
2.3367786,1.4534501,5.7055717,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/63.jpg
0.87120646,0.5040042,5.2217903,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/77.jpeg
0.6014823,0.4239154,4.8708525,砂糖橘,砂糖橘,fruit30_split/val/砂糖橘/78.jpg
1.6681696,0.6903039,5.122052,砂糖橘,脐橙,fruit30_split/val/砂糖橘/97.jpeg
1.2066928,2.6667352,3.3611996,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/10.jpg
0.6664802,3.1095943,3.6256983,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/106.jpg
1.9628344,2.3403835,3.4701414,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/108.jpg
0.7494577,2.9585104,3.424031,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/11.jpg
1.9005607,2.3525317,3.3929236,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/111.jpg
0.8253535,2.7425306,3.4635873,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/114.jpeg
1.2496214,2.6911097,3.335908,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/116.jpg
0.62517333,2.6754563,5.42246,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/121.jpg
2.5719354,2.353433,3.75147,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/128.jpg
0.14169852,0.26077503,3.8632512,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/138.jpg
0.885901,2.7992766,3.4185245,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/150.jpg
1.0148987,2.8250244,3.4708333,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/160.jpg
1.7922117,2.411435,3.4143178,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/167.jpg
0.695738,3.0916579,3.4178247,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/175.jpg
0.7942744,2.676847,3.8220046,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/181.jpg
0.60103387,2.5655525,3.7471633,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/186.jpeg
-0.3957207,2.6571379,5.3205853,胡萝卜,西瓜,fruit30_split/val/胡萝卜/188.jpg
1.9289721,2.4266734,3.431791,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/19.jpg
0.5465387,2.9247167,3.378374,胡萝卜,芒果,fruit30_split/val/胡萝卜/192.jpg
2.1844769,2.0668602,3.8895664,胡萝卜,黄瓜,fruit30_split/val/胡萝卜/196.jpg
1.937312,2.4134152,3.4487436,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/20.jpg
0.13232106,2.836843,3.6750796,胡萝卜,芒果,fruit30_split/val/胡萝卜/21.jpg
0.65449303,2.8797672,3.800506,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/23.jpeg
0.5687192,2.9310186,3.4021926,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/30.jpg
0.8451826,3.0433233,3.3877172,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/35.jpg
2.152999,2.308805,3.5341988,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/57.jpg
0.91347975,2.7703102,3.488564,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/61.jpg
0.85969734,2.7405584,3.4428728,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/63.jpg
0.7016763,3.0430822,3.31001,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/65.jpg
2.070424,2.3594387,3.5133307,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/75.jpg
1.5937783,2.4671955,3.4468057,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/76.jpg
1.9971068,2.3493323,3.4322078,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/80.jpg
0.25122386,2.045337,4.369712,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/83.jpg
0.7272298,2.7105868,3.5260487,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/85.jpg
1.1773467,2.742183,4.1251326,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/87.jpeg
1.2249696,2.6429703,3.3749607,胡萝卜,胡萝卜,fruit30_split/val/胡萝卜/95.jpg
-0.36767432,1.175319,4.570499,脐橙,脐橙,fruit30_split/val/脐橙/101.jpg
1.5806158,0.42133704,5.327997,脐橙,脐橙,fruit30_split/val/脐橙/105.jpg
-0.38257486,1.497417,4.4513183,脐橙,脐橙,fruit30_split/val/脐橙/109.jpg
1.5237525,0.6650083,5.008189,脐橙,脐橙,fruit30_split/val/脐橙/123.jpg
1.4347326,0.58557296,5.0342975,脐橙,脐橙,fruit30_split/val/脐橙/124.jpg
3.0054812,2.4733624,3.9696138,脐橙,胡萝卜,fruit30_split/val/脐橙/13.jpg
1.6183573,0.87720495,4.8819337,脐橙,脐橙,fruit30_split/val/脐橙/135.jpg
1.7754961,0.47504792,5.147612,脐橙,脐橙,fruit30_split/val/脐橙/142.jpg
1.8406177,0.5243849,5.0289307,脐橙,脐橙,fruit30_split/val/脐橙/145.jpg
0.024442565,0.96426266,4.1231227,脐橙,砂糖橘,fruit30_split/val/脐橙/147.jpg
-0.9110569,1.817402,4.361052,脐橙,柠檬,fruit30_split/val/脐橙/148.jpg
-0.8661382,1.8557514,4.3381057,脐橙,柠檬,fruit30_split/val/脐橙/155.jpg
2.958689,2.478249,3.958801,脐橙,脐橙,fruit30_split/val/脐橙/16.jpg
1.089103,0.3954014,5.069286,脐橙,砂糖橘,fruit30_split/val/脐橙/161.jpg
0.27834326,0.93696797,3.9583242,脐橙,砂糖橘,fruit30_split/val/脐橙/162.jpg
-0.46443254,1.480077,4.43643,脐橙,脐橙,fruit30_split/val/脐橙/168.jpeg
1.7861364,0.6317782,5.0358553,脐橙,脐橙,fruit30_split/val/脐橙/173.jpg
-0.56170785,1.5260175,4.446398,脐橙,脐橙,fruit30_split/val/脐橙/178.jpg
2.1296592,1.0260719,5.502817,脐橙,脐橙,fruit30_split/val/脐橙/179.jpg
1.5728972,0.46617576,5.3059645,脐橙,脐橙,fruit30_split/val/脐橙/181.jpg
-0.47291648,1.532489,4.450536,脐橙,脐橙,fruit30_split/val/脐橙/184.jpg
1.6657727,0.5868525,5.1398554,脐橙,脐橙,fruit30_split/val/脐橙/185.jpg
-0.47483924,1.5693556,4.4482036,脐橙,脐橙,fruit30_split/val/脐橙/19.jpg
0.5559135,0.6556034,5.1528234,脐橙,砂糖橘,fruit30_split/val/脐橙/191.jpg
1.6231073,0.53509414,5.1610837,脐橙,脐橙,fruit30_split/val/脐橙/21.jpg
2.9336283,2.352247,4.132004,脐橙,桂圆,fruit30_split/val/脐橙/29.jpeg
3.0130737,2.462391,3.9778013,脐橙,脐橙,fruit30_split/val/脐橙/3.jpg
1.6882071,0.57222354,5.144451,脐橙,脐橙,fruit30_split/val/脐橙/36.jpeg
1.3209274,0.5244642,4.990416,脐橙,脐橙,fruit30_split/val/脐橙/46.jpg
1.8207821,0.5975776,5.0314837,脐橙,脐橙,fruit30_split/val/脐橙/51.jpg
-0.29860523,1.1393175,4.8192005,脐橙,脐橙,fruit30_split/val/脐橙/54.jpg
-0.43105277,1.4733939,4.562593,脐橙,脐橙,fruit30_split/val/脐橙/59.jpeg
1.2683909,0.7029121,4.937009,脐橙,脐橙,fruit30_split/val/脐橙/60.jpg
1.9843838,0.6621372,4.93485,脐橙,脐橙,fruit30_split/val/脐橙/62.jpg
-0.7148424,1.6118796,4.2686706,脐橙,脐橙,fruit30_split/val/脐橙/66.jpg
